timestamp,flowrate_LE
2016-03-29,765
2016-03-30,878
2016-03-31,876
2016-04-01,770
2016-04-02,497
2016-04-03,513
2016-04-04,718
2016-04-05,729
2016-04-06,566
2016-04-07,602
2016-04-08,660
2016-04-09,698
2016-04-10,584
2016-04-11,512
2016-04-12,528
2016-04-13,819
2016-04-14,648
2016-04-15,548
2016-04-16,483
2016-04-17,404
2016-04-18,454
2016-04-19,449
2016-04-20,465
2016-04-21,484
2016-04-22,468
2016-04-23,467
2016-04-24,602
2016-04-25,301
2016-04-26,378
2016-04-27,411
2016-04-28,450
2016-04-29,406
2016-04-30,494
2016-05-01,486
2016-05-02,459
2016-05-03,470
2016-05-04,634
2016-05-05,455
2016-05-06,482
2016-05-07,459
2016-05-08,479
2016-05-09,466
2016-05-10,569
2016-05-11,477
2016-05-12,521
2016-05-13,559
2016-05-14,464
2016-05-15,442
2016-05-16,464
2016-05-17,471
2016-05-18,565
2016-05-19,556
2016-05-20,726
2016-05-21,703
2016-05-22,766
2016-05-23,580
2016-05-24,539
2016-05-25,544
2016-05-26,527
2016-05-27,675
2016-05-28,667
2016-05-29,667
2016-05-30,574
2016-05-31,571
2016-06-01,578
2016-06-02,576
2016-06-03,683
2016-06-04,724
2016-06-05,556
2016-06-06,632
2016-06-07,566
2016-06-08,563
2016-06-09,460
2016-06-10,646
2016-06-11,482
2016-06-12,492
2016-06-13,545
2016-06-14,534
2016-06-15,541
2016-06-16,530
2016-06-17,646
2016-06-18,635
2016-06-19,484
2016-06-20,465
2016-06-21,466
2016-06-22,466
2016-06-23,466
2016-06-24,467
2016-06-25,469
2016-06-26,471
2016-06-27,548
2016-06-28,548
2016-06-29,608
2016-06-30,490
2016-07-01,444
2016-07-02,374
2016-07-03,428
2016-07-04,477
2016-07-05,433
2016-07-06,389
2016-07-07,357
2016-07-08,431
2016-07-09,580
2016-07-10,628
2016-07-11,396
2016-07-12,583
2016-07-13,608
2016-07-14,485
2016-07-15,536
2016-07-16,346
2016-07-17,265
2016-07-18,437
2016-07-19,390
2016-07-20,234
2016-07-21,604
2016-07-22,488
2016-07-23,548
2016-07-24,359
2016-07-25,665
2016-07-26,614
2016-07-27,374
2016-07-28,630
2016-07-29,408
2016-07-30,281
2016-07-31,282
2016-08-01,460
2016-08-02,662
2016-08-03,475
2016-08-04,466
2016-08-05,695
2016-08-06,271
2016-08-07,280
2016-08-08,365
2016-08-09,319
2016-08-10,377
2016-08-11,334
2016-08-12,366
2016-08-13,287
2016-08-14,276
2016-08-15,268
2016-08-16,267
2016-08-17,255
2016-08-18,237
2016-08-19,339
2016-08-20,405
2016-08-21,357
2016-08-22,275
2016-08-23,342
2016-08-24,542
2016-08-25,426
2016-08-26,529
2016-08-27,209
2016-08-28,239
2016-08-29,395
2016-08-30,204
2016-08-31,350
2016-09-01,361
2016-09-02,462
2016-09-03,357
2016-09-04,328
2016-09-05,567
2016-09-06,333
2016-09-07,400
2016-09-08,503
2016-09-09,554
2016-09-10,534
2016-09-11,475
2016-09-12,534
2016-09-13,424
2016-09-14,499
2016-09-15,500
2016-09-16,272
2016-09-17,232
2016-09-18,283
2016-09-19,471
2016-09-20,487
2016-09-21,463
2016-09-22,257
2016-09-23,204
2016-09-24,221
2016-09-25,229
2016-09-26,223
2016-09-27,208
2016-09-28,236
2016-09-29,208
2016-09-30,212
2016-10-01,212
2016-10-02,211
2016-10-03,253
2016-10-04,272
2016-10-05,323
2016-10-06,352
2016-10-07,344
2016-10-08,335
2016-10-09,341
2016-10-10,342
2016-10-11,351
2016-10-12,337
2016-10-13,332
2016-10-14,348
2016-10-15,336
2016-10-16,303
2016-10-17,305
2016-10-18,287
2016-10-19,281
2016-10-20,253
2016-10-21,327
2016-10-22,336
2016-10-23,344
2016-10-24,329
2016-10-25,252
2016-10-26,221
2016-10-27,229
2016-10-28,214
2016-10-29,193
2016-10-30,232
2016-10-31,255
2016-11-01,266
2016-11-02,317
2016-11-03,320
2016-11-04,316
2016-11-05,312
2016-11-06,353
2016-11-07,342
2016-11-08,306
2016-11-09,304
2016-11-10,262
2016-11-11,253
2016-11-12,221
2016-11-13,239
2016-11-14,234
2016-11-15,266
2016-11-16,221
2016-11-17,175
2016-11-18,190
2016-11-19,186
2016-11-20,185
2016-11-21,222
2016-11-22,259
2016-11-23,224
2016-11-24,272
2016-11-25,282
2016-11-26,318
2016-11-27,351
2016-11-28,416
2016-11-29,306
2016-11-30,178
2016-12-01,239
2016-12-02,267
2016-12-03,353
2016-12-04,350
2016-12-05,352
2016-12-06,509
2016-12-07,288
2016-12-08,299
2016-12-09,336
2016-12-10,367
2016-12-11,251
2016-12-12,289
2016-12-13,193
2016-12-14,248
2016-12-15,352
2016-12-16,482
2016-12-17,253
2016-12-18,246
2016-12-19,288
2016-12-20,322
2016-12-21,314
2016-12-22,257
2016-12-23,224
2016-12-24,271
2016-12-25,230
2016-12-26,214
2016-12-27,178
2016-12-28,171
2016-12-29,263
2016-12-30,325
2016-12-31,330
2017-01-01,321
2017-01-02,307
2017-01-03,310
2017-01-04,306
2017-01-05,441
2017-01-06,301
2017-01-07,262
2017-01-08,264
2017-01-09,268
2017-01-10,269
2017-01-11,297
2017-01-12,276
2017-01-13,270
2017-01-14,262
2017-01-15,253
2017-01-16,477
2017-01-17,328
2017-01-18,479
2017-01-19,281
2017-01-20,294
2017-01-21,325
2017-01-22,293
2017-01-23,249
2017-01-24,346
2017-01-25,246
2017-01-26,244
2017-01-27,253
2017-01-28,254
2017-01-29,251
2017-01-30,228
2017-01-31,265
2017-02-01,260
2017-02-02,296
2017-02-03,275
2017-02-04,281
2017-02-05,264
2017-02-06,322
2017-02-07,456
2017-02-08,368
2017-02-09,387
2017-02-10,429
2017-02-11,331
2017-02-12,340
2017-02-13,347
2017-02-14,330
2017-02-15,474
2017-02-16,309
2017-02-17,283
2017-02-18,173
2017-02-19,153
2017-02-20,185
2017-02-21,203
2017-02-22,207
2017-02-23,251
2017-02-24,260
2017-02-25,205
2017-02-26,195
2017-02-27,247
2017-02-28,259
2017-03-01,260
2017-03-02,251
2017-03-03,243
2017-03-04,228
2017-03-05,334
2017-03-06,345
2017-03-07,342
2017-03-08,350
2017-03-09,347
2017-03-10,351
2017-03-11,334
2017-03-12,299
2017-03-13,289
2017-03-14,286
2017-03-15,289
2017-03-16,282
2017-03-17,284
2017-03-18,288
2017-03-19,281
2017-03-20,261
2017-03-21,281
2017-03-22,280
2017-03-23,294
2017-03-24,329
2017-03-25,274
2017-03-26,263
2017-03-27,266
2017-03-28,323
2017-03-29,273
2017-03-30,271
2017-03-31,370
2017-04-01,209
2017-04-02,216
2017-04-03,372
2017-04-04,366
2017-04-05,385
2017-04-06,316
2017-04-07,319
2017-04-08,350
2017-04-09,302
2017-04-10,295
2017-04-11,318
2017-04-12,500
2017-04-13,843
2017-04-14,234
2017-04-15,204
2017-04-16,237
2017-04-17,231
2017-04-18,312
2017-04-19,415
2017-04-20,249
2017-04-21,420
2017-04-22,475
2017-04-23,637
2017-04-24,533
2017-04-25,469
2017-04-26,460
2017-04-27,446
2017-04-28,645
2017-04-29,494
2017-04-30,325
2017-05-01,255
2017-05-02,303
2017-05-03,350
2017-05-04,394
2017-05-05,387
2017-05-06,323
2017-05-07,226
2017-05-08,378
2017-05-09,592
2017-05-10,568
2017-05-11,452
2017-05-12,351
2017-05-13,276
2017-05-14,298
2017-05-15,404
2017-05-16,419
2017-05-17,539
2017-05-18,269
2017-05-19,451
2017-05-20,229
2017-05-21,235
2017-05-22,510
2017-05-23,366
2017-05-24,441
2017-05-25,252
2017-05-26,274
2017-05-27,274
2017-05-28,287
2017-05-29,520
2017-05-30,625
2017-05-31,326
2017-06-01,327
2017-06-02,485
2017-06-03,252
2017-06-04,254
2017-06-05,246
2017-06-06,244
2017-06-07,259
2017-06-08,263
2017-06-09,248
2017-06-10,230
2017-06-11,232
2017-06-12,238
2017-06-13,304
2017-06-14,449
2017-06-15,379
2017-06-16,242
2017-06-17,200
2017-06-18,199
2017-06-19,212
2017-06-20,224
2017-06-21,272
2017-06-22,609
2017-06-23,232
2017-06-24,226
2017-06-25,205
2017-06-26,210
2017-06-27,567
2017-06-28,454
2017-06-29,313
2017-06-30,368
2017-07-01,216
2017-07-02,216
2017-07-03,216
2017-07-04,262
2017-07-05,333
2017-07-06,449
2017-07-07,394
2017-07-08,248
2017-07-09,172
2017-07-10,392
2017-07-11,236
2017-07-12,234
2017-07-13,240
2017-07-14,212
2017-07-15,178
2017-07-16,198
2017-07-17,200
2017-07-18,202
2017-07-19,237
2017-07-20,237
2017-07-21,313
2017-07-22,338
2017-07-23,304
2017-07-24,398
2017-07-25,224
2017-07-26,239
2017-07-27,224
2017-07-28,273
2017-07-29,325
2017-07-30,246
2017-07-31,246
2017-08-01,240
2017-08-02,242
2017-08-03,243
2017-08-04,241
2017-08-05,241
2017-08-06,222
2017-08-07,322
2017-08-08,274
2017-08-09,264
2017-08-10,327
2017-08-11,337
2017-08-12,201
2017-08-13,201
2017-08-14,201
2017-08-15,277
2017-08-16,400
2017-08-17,412
2017-08-18,622
2017-08-19,289
2017-08-20,246
2017-08-21,545
2017-08-22,587
2017-08-23,583
2017-08-24,613
2017-08-25,551
2017-08-26,346
2017-08-27,243
2017-08-28,560
2017-08-29,221
2017-08-30,434
2017-08-31,452
2017-09-01,420
2017-09-02,192
2017-09-03,182
2017-09-04,534
2017-09-05,586
2017-09-06,536
2017-09-07,571
2017-09-08,578
2017-09-09,452
2017-09-10,243
2017-09-11,326
2017-09-12,389
2017-09-13,603
2017-09-14,578
2017-09-15,445
2017-09-16,453
2017-09-17,306
2017-09-18,475
2017-09-19,415
2017-09-20,446
2017-09-21,436
2017-09-22,476
2017-09-23,444
2017-09-24,346
2017-09-25,420
2017-09-26,525
2017-09-27,452
2017-09-28,564
2017-09-29,645
2017-09-30,680
2017-10-01,642
2017-10-02,687
2017-10-03,703
2017-10-04,626
2017-10-05,689
2017-10-06,805
2017-10-07,305
2017-10-08,330
2017-10-09,671
2017-10-10,602
2017-10-11,359
2017-10-12,584
2017-10-13,756
2017-10-14,351
2017-10-15,685
2017-10-16,628
2017-10-17,285
2017-10-18,582
2017-10-19,371
2017-10-20,625
2017-10-21,453
2017-10-22,662
2017-10-23,756
2017-10-24,677
2017-10-25,746
2017-10-26,746
2017-10-27,612
2017-10-28,293
2017-10-29,206
2017-10-30,740
2017-10-31,680
2017-11-01,643
2017-11-02,429
2017-11-03,467
2017-11-04,222
2017-11-05,243
2017-11-06,379
2017-11-07,473
2017-11-08,593
2017-11-09,703
2017-11-10,409
2017-11-11,279
2017-11-12,404
2017-11-13,349
2017-11-14,358
2017-11-15,355
2017-11-16,269
2017-11-17,347
2017-11-18,228
2017-11-19,266
2017-11-20,614
2017-11-21,691
2017-11-22,451
2017-11-23,458
2017-11-24,397
2017-11-25,428
2017-11-26,206
2017-11-27,502
2017-11-28,625
2017-11-29,814
2017-11-30,444
2017-12-01,353
2017-12-02,358
2017-12-03,360
2017-12-04,352
2017-12-05,349
2017-12-06,350
2017-12-07,350
2017-12-08,459
2017-12-09,652
2017-12-10,637
2017-12-11,735
2017-12-12,695
2017-12-13,704
2017-12-14,711
2017-12-15,769
2017-12-16,670
2017-12-17,651
2017-12-18,725
2017-12-19,757
2017-12-20,663
2017-12-21,615
2017-12-22,652
2017-12-23,392
2017-12-24,539
2017-12-25,530
2017-12-26,605
2017-12-27,683
2017-12-28,657
2017-12-29,712
2017-12-30,718
2017-12-31,724
2018-01-01,731
2018-01-02,810
2018-01-03,788
2018-01-04,716
2018-01-05,779
2018-01-06,725
2018-01-07,750
2018-01-08,744
2018-01-09,765
2018-01-10,796
2018-01-11,814
2018-01-12,788
2018-01-13,763
2018-01-14,762
2018-01-15,744
2018-01-16,720
2018-01-17,727
2018-01-18,794
2018-01-19,761
2018-01-20,748
2018-01-21,792
2018-01-22,811
2018-01-23,785
2018-01-24,837
2018-01-25,367
2018-01-26,366
2018-01-27,348
2018-01-28,370
2018-01-29,371
2018-01-30,372
2018-01-31,366
2018-02-01,370
2018-02-02,360
2018-02-03,470
2018-02-04,865
2018-02-05,892
2018-02-06,878
2018-02-07,886
2018-02-08,898
2018-02-09,898
2018-02-10,901
2018-02-11,904
2018-02-12,895
2018-02-13,892
2018-02-14,883
2018-02-15,844
2018-02-16,867
2018-02-17,875
2018-02-18,889
2018-02-19,897
2018-02-20,887
2018-02-21,883
2018-02-22,883
2018-02-23,895
2018-02-24,880
2018-02-25,868
2018-02-26,876
2018-02-27,878
2018-02-28,823
2018-03-01,886
2018-03-02,882
2018-03-03,871
2018-03-04,868
2018-03-05,878
2018-03-06,880
2018-03-07,874
2018-03-08,851
2018-03-09,846
2018-03-10,844
2018-03-11,857
2018-03-12,856
2018-03-13,851
2018-03-14,856
2018-03-15,856
2018-03-16,859
2018-03-17,856
2018-03-18,844
2018-03-19,845
2018-03-20,848
2018-03-21,848
2018-03-22,846
2018-03-23,846
2018-03-24,841
2018-03-25,843
2018-03-26,850
2018-03-27,852
2018-03-28,843
2018-03-29,841
2018-03-30,842
2018-03-31,844
2018-04-01,847
2018-04-02,846
2018-04-03,755
2018-04-04,842
2018-04-05,859
2018-04-06,856
2018-04-07,848
2018-04-08,845
2018-04-09,844
2018-04-10,845
2018-04-11,842
2018-04-12,842
2018-04-13,828
2018-04-14,670
2018-04-15,847
2018-04-16,844
2018-04-17,778
2018-04-18,835
2018-04-19,837
2018-04-20,832
2018-04-21,451
2018-04-22,396
2018-04-23,535
2018-04-24,494
2018-04-25,428
2018-04-26,456
2018-04-27,372
2018-04-28,456
2018-04-29,460
2018-04-30,441
2018-05-01,396
2018-05-02,525
2018-05-03,600
2018-05-04,611
2018-05-05,552
2018-05-06,464
2018-05-07,535
2018-05-08,474
2018-05-09,533
2018-05-10,247
2018-05-11,540
2018-05-12,454
2018-05-13,436
2018-05-14,413
2018-05-15,533
2018-05-16,567
2018-05-17,476
2018-05-18,342
2018-05-19,230
2018-05-20,251
2018-05-21,399
2018-05-22,499
2018-05-23,443
2018-05-24,318
2018-05-25,318
2018-05-26,308
2018-05-27,329
2018-05-28,397
2018-05-29,399
2018-05-30,462
2018-05-31,419
2018-06-01,446
2018-06-02,364
2018-06-03,390
2018-06-04,394
2018-06-05,399
2018-06-06,541
2018-06-07,380
2018-06-08,331
2018-06-09,330
2018-06-10,270
2018-06-11,255
2018-06-12,330
2018-06-13,410
2018-06-14,288
2018-06-15,251
2018-06-16,245
2018-06-17,230
2018-06-18,201
2018-06-19,217
2018-06-20,221
2018-06-21,221
2018-06-22,213
2018-06-23,219
2018-06-24,236
2018-06-25,232
2018-06-26,241
2018-06-27,264
2018-06-28,268
2018-06-29,242
2018-06-30,274
2018-07-01,339
2018-07-02,286
2018-07-03,368
2018-07-04,367
2018-07-05,374
2018-07-06,272
2018-07-07,219
2018-07-08,209
2018-07-09,242
2018-07-10,258
2018-07-11,267
2018-07-12,262
2018-07-13,306
2018-07-14,238
2018-07-15,241
2018-07-16,265
2018-07-17,253
2018-07-18,248
2018-07-19,248
2018-07-20,268
2018-07-21,264
2018-07-22,268
2018-07-23,205
2018-07-24,220
2018-07-25,234
2018-07-26,258
2018-07-27,244
2018-07-28,227
2018-07-29,211
2018-07-30,228
2018-07-31,458
2018-08-01,555
2018-08-02,212
2018-08-03,243
2018-08-04,207
2018-08-05,210
2018-08-06,213
2018-08-07,262
2018-08-08,279
2018-08-09,242
2018-08-10,279
2018-08-11,351
2018-08-12,335
2018-08-13,314
2018-08-14,294
2018-08-15,212
2018-08-16,250
2018-08-17,181
2018-08-18,223
2018-08-19,152
2018-08-20,178
2018-08-21,191
2018-08-22,207
2018-08-23,196
2018-08-24,182
2018-08-25,161
2018-08-26,145
2018-08-27,259
2018-08-28,296
2018-08-29,247
2018-08-30,209
2018-08-31,272
2018-09-01,262
2018-09-02,266
2018-09-03,252
2018-09-04,257
2018-09-05,283
2018-09-06,287
2018-09-07,267
2018-09-08,245
2018-09-09,206
2018-09-10,205
2018-09-11,255
2018-09-12,219
2018-09-13,195
2018-09-14,200
2018-09-15,206
2018-09-16,200
2018-09-17,237
2018-09-18,216
2018-09-19,230
2018-09-20,320
2018-09-21,343
2018-09-22,351
2018-09-23,350
2018-09-24,354
2018-09-25,347
2018-09-26,345
2018-09-27,353
2018-09-28,347
2018-09-29,285
2018-09-30,260
2018-10-01,190
2018-10-02,222
2018-10-03,199
2018-10-04,347
2018-10-05,306
2018-10-06,307
2018-10-07,241
2018-10-08,190
2018-10-09,252
2018-10-10,271
2018-10-11,259
2018-10-12,256
2018-10-13,249
2018-10-14,227
2018-10-15,246
2018-10-16,268
2018-10-17,278
2018-10-18,279
2018-10-19,270
2018-10-20,276
2018-10-21,208
2018-10-22,190
2018-10-23,203
2018-10-24,201
2018-10-25,201
2018-10-26,198
2018-10-27,282
2018-10-28,302
2018-10-29,351
2018-10-30,310
2018-10-31,234
2018-11-01,246
2018-11-02,261
2018-11-03,264
2018-11-04,264
2018-11-05,270
2018-11-06,284
2018-11-07,256
2018-11-08,266
2018-11-09,208
2018-11-10,232
2018-11-11,268
2018-11-12,270
2018-11-13,246
2018-11-14,210
2018-11-15,201
2018-11-16,225
2018-11-17,240
2018-11-18,274
2018-11-19,303
2018-11-20,354
2018-11-21,355
2018-11-22,459
2018-11-23,414
2018-11-24,311
2018-11-25,324
2018-11-26,511
2018-11-27,482
2018-11-28,461
2018-11-29,283
2018-11-30,193
2018-12-01,170
2018-12-02,146
2018-12-03,176
2018-12-04,173
2018-12-05,228
2018-12-06,230
2018-12-07,195
2018-12-08,153
2018-12-09,143
2018-12-10,183
2018-12-11,182
2018-12-12,282
2018-12-13,346
2018-12-14,515
2018-12-15,278
2018-12-16,323
2018-12-17,486
2018-12-18,368
2018-12-19,276
2018-12-20,219
2018-12-21,269
2018-12-22,261
2018-12-23,214
2018-12-24,252
2018-12-25,220
2018-12-26,224
2018-12-27,202
2018-12-28,206
2018-12-29,242
2018-12-30,212
2018-12-31,221
2019-01-01,251
2019-01-02,249
2019-01-03,309
2019-01-04,260
2019-01-05,247
2019-01-06,247
2019-01-07,265
2019-01-08,297
2019-01-09,312
2019-01-10,372
2019-01-11,278
2019-01-12,241
2019-01-13,228
2019-01-14,254
2019-01-15,244
2019-01-16,280
2019-01-17,289
2019-01-18,337
2019-01-19,255
2019-01-20,272
2019-01-21,471
2019-01-22,401
2019-01-23,452
2019-01-24,531
2019-01-25,392
2019-01-26,239
2019-01-27,245
2019-01-28,226
2019-01-29,276
2019-01-30,349
2019-01-31,363
2019-02-01,240
2019-02-02,235
2019-02-03,243
2019-02-04,238
2019-02-05,247
2019-02-06,259
2019-02-07,245
2019-02-08,250
2019-02-09,311
2019-02-10,266
2019-02-11,249
2019-02-12,333
2019-02-13,326
2019-02-14,343
2019-02-15,400
2019-02-16,273
2019-02-17,315
2019-02-18,375
2019-02-19,455
2019-02-20,478
2019-02-21,547
2019-02-22,530
2019-02-23,412
2019-02-24,296
2019-02-25,446
2019-02-26,479
2019-02-27,355
2019-02-28,431
2019-03-01,546
2019-03-02,483
2019-03-03,425
2019-03-04,636
2019-03-05,851
2019-03-06,506
2019-03-07,319
2019-03-08,533
2019-03-09,635
2019-03-10,655
2019-03-11,605
2019-03-12,640
2019-03-13,626
2019-03-14,669
2019-03-15,727
2019-03-16,763
2019-03-17,666
2019-03-18,639
2019-03-19,674
2019-03-20,735
2019-03-21,836
2019-03-22,844
2019-03-23,696
2019-03-24,513
2019-03-25,626
2019-03-26,601
2019-03-27,612
2019-03-28,585
2019-03-29,505
2019-03-30,494
2019-03-31,550
2019-04-01,763
2019-04-02,815
2019-04-03,723
2019-04-04,587
2019-04-05,620
2019-04-06,612
2019-04-07,624
2019-04-08,485
2019-04-09,473
2019-04-10,676
2019-04-11,741
2019-04-12,744
2019-04-13,557
2019-04-14,524
2019-04-15,501
2019-04-16,675
2019-04-17,687
2019-04-18,707
2019-04-19,595
2019-04-20,608
2019-04-21,520
2019-04-22,524
2019-04-23,485
2019-04-24,576
2019-04-25,273
2019-04-26,293
2019-04-27,256
2019-04-28,215
2019-04-29,335
2019-04-30,288
2019-05-01,242
2019-05-02,232
2019-05-03,258
2019-05-04,286
2019-05-05,280
2019-05-06,399
2019-05-07,332
2019-05-08,289
2019-05-09,272
2019-05-10,347
2019-05-11,231
2019-05-12,232
2019-05-13,345
2019-05-14,377
2019-05-15,418
2019-05-16,396
2019-05-17,348
2019-05-18,319
2019-05-19,303
2019-05-20,425
2019-05-21,367
2019-05-22,337
2019-05-23,367
2019-05-24,422
2019-05-25,359
2019-05-26,226
2019-05-27,460
2019-05-28,330
2019-05-29,374
2019-05-30,268
2019-05-31,304
2019-06-01,264
2019-06-02,300
2019-06-03,311
2019-06-04,347
2019-06-05,390
2019-06-06,601
2019-06-07,533
2019-06-08,587
2019-06-09,672
2019-06-10,702
2019-06-11,743
2019-06-12,645
2019-06-13,582
2019-06-14,490
2019-06-15,491
2019-06-16,446
2019-06-17,546
2019-06-18,487
2019-06-19,558
2019-06-20,503
2019-06-21,372
2019-06-22,200
2019-06-23,336
2019-06-24,359
2019-06-25,506
2019-06-26,443
2019-06-27,337
2019-06-28,293
2019-06-29,284
2019-06-30,271
2019-07-01,204
2019-07-02,192
2019-07-03,258
2019-07-04,262
2019-07-05,315
2019-07-06,222
2019-07-07,240
2019-07-08,251
2019-07-09,399
2019-07-10,367
2019-07-11,455
2019-07-12,382
2019-07-13,501
2019-07-14,477
2019-07-15,555
2019-07-16,367
2019-07-17,360
2019-07-18,258
2019-07-19,211
2019-07-20,225
2019-07-21,248
2019-07-22,275
2019-07-23,300
2019-07-24,358
2019-07-25,244
2019-07-26,280
2019-07-27,307
2019-07-28,346
2019-07-29,398
2019-07-30,272
2019-07-31,333
2019-08-01,370
2019-08-02,358
2019-08-03,316
2019-08-04,318
2019-08-05,416
2019-08-06,395
2019-08-07,343
2019-08-08,372
2019-08-09,354
2019-08-10,369
2019-08-11,278
2019-08-12,285
2019-08-13,349
2019-08-14,248
2019-08-15,238
2019-08-16,354
2019-08-17,464
2019-08-18,431
2019-08-19,410
2019-08-20,345
2019-08-21,813
2019-08-22,419
2019-08-23,326
2019-08-24,325
2019-08-25,231
2019-08-26,631
2019-08-27,540
2019-08-28,628
2019-08-29,401
2019-08-30,361
2019-08-31,273
2019-09-01,280
2019-09-02,377
2019-09-03,389
2019-09-04,506
2019-09-05,348
2019-09-06,300
2019-09-07,320
2019-09-08,300
2019-09-09,374
2019-09-10,303
2019-09-11,283
2019-09-12,351
2019-09-13,282
2019-09-14,287
2019-09-15,301
2019-09-16,353
2019-09-17,427
2019-09-18,410
2019-09-19,508
2019-09-20,510
2019-09-21,358
2019-09-22,428
2019-09-23,464
2019-09-24,523
2019-09-25,661
2019-09-26,861
2019-09-27,462
2019-09-28,331
2019-09-29,327
2019-09-30,418
2019-10-01,480
2019-10-02,408
2019-10-03,433
2019-10-04,430
2019-10-05,427
2019-10-06,459
2019-10-07,655
2019-10-08,498
2019-10-09,537
2019-10-10,545
2019-10-11,367
2019-10-12,463
2019-10-13,488
2019-10-14,699
2019-10-15,745
2019-10-16,704
2019-10-17,362
2019-10-18,202
2019-10-19,259
2019-10-20,259
2019-10-21,573
2019-10-22,515
2019-10-23,657
2019-10-24,683
2019-10-25,620
2019-10-26,641
2019-10-27,779
2019-10-28,850
2019-10-29,858
2019-10-30,852
2019-10-31,863
2019-11-01,857
2019-11-02,865
2019-11-03,886
2019-11-04,887
2019-11-05,887
2019-11-06,896
2019-11-07,617
2019-11-08,896
2019-11-09,837
2019-11-10,767
2019-11-11,813
2019-11-12,717
2019-11-13,836
2019-11-14,750
2019-11-15,863
2019-11-16,623
2019-11-17,565
2019-11-18,772
2019-11-19,714
2019-11-20,815
2019-11-21,591
2019-11-22,606
2019-11-23,375
2019-11-24,361
2019-11-25,617
2019-11-26,749
2019-11-27,744
2019-11-28,875
2019-11-29,896
2019-11-30,891
2019-12-01,891
2019-12-02,889
2019-12-03,890
2019-12-04,801
2019-12-05,867
2019-12-06,885
2019-12-07,885
2019-12-08,888
2019-12-09,880
2019-12-10,878
2019-12-11,870
2019-12-12,849
2019-12-13,846
2019-12-14,840
2019-12-15,847
2019-12-16,864
2019-12-17,905
2019-12-18,906
2019-12-19,899
2019-12-20,898
2019-12-21,895
2019-12-22,893
2019-12-23,894
2019-12-24,892
2019-12-25,884
2019-12-26,591
2019-12-27,655
2019-12-28,847
2019-12-29,829
2019-12-30,881
2019-12-31,866
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
